disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change
DIS-020853,natural disaster,consumer goods,4,south america,large,True,3,19.1,2455419.86,alternative supplier,1,16,73,True
DIS-020854,cyber attack,pharmaceuticals,1,north america,medium,True,5,61.1,1852180.88,alternative supplier,1,43,71,False
DIS-020855,cyber attack,automotive,4,asia-pacific,small,True,2,18.4,570049.76,combined strategy,6,17,56,True
DIS-020856,factory incident,electronics,1,south america,medium,True,2,27.3,933101.04,alternative supplier,8,13,27,False
DIS-020857,labor strike,aerospace,2,south america,small,False,1,30.4,1151284.66,inventory buffer,5,3,16,False
DIS-020858,labor strike,electronics,3,asia-pacific,medium,True,3,27.6,1912082.68,alternative supplier,1,47,107,True
DIS-020859,cyber attack,consumer goods,4,south america,medium,False,2,5.2,46482.49,combined strategy,1,12,35,False
DIS-020860,port congestion,automotive,1,south america,medium,True,2,34.9,1019656.66,alternative supplier,1,18,26,False
DIS-020861,geopolitical,aerospace,3,north america,medium,True,3,34.7,4551416.8,alternative supplier,1,8,23,False
DIS-020862,factory incident,automotive,1,asia-pacific,large,True,1,23.6,3492062.51,alternative supplier,3,7,17,True
DIS-020863,factory incident,aerospace,3,europe,large,True,2,7.8,1975409.6,alternative supplier,1,26,63,False
DIS-020864,cyber attack,automotive,3,north america,medium,False,4,25.6,319206.7,combined strategy,7,86,109,False
DIS-020865,geopolitical,pharmaceuticals,1,north america,medium,False,3,40.1,1092284.08,production reroute,7,31,79,True
DIS-020866,natural disaster,automotive,1,europe,large,True,3,48.7,5405730.32,alternative supplier,1,41,81,False
DIS-020867,cyber attack,pharmaceuticals,1,south america,medium,True,2,12.8,650852.71,alternative supplier,1,3,40,False
DIS-020868,cyber attack,consumer goods,3,south america,small,True,1,17.2,68396.6,customer delay,1,34,41,False
DIS-020869,cyber attack,electronics,1,europe,large,True,2,41.7,1356052.55,alternative supplier,1,29,48,False
DIS-020870,labor strike,electronics,2,europe,small,False,3,47.8,681597.52,production reroute,3,49,64,True
DIS-020871,port congestion,automotive,4,south america,medium,False,1,7.7,104423.86,inventory buffer,1,25,76,True
DIS-020872,labor strike,pharmaceuticals,1,north america,medium,False,3,30.1,3266520.79,combined strategy,9,27,175,False
DIS-020873,natural disaster,pharmaceuticals,3,europe,small,False,2,20.0,1438647.55,inventory buffer,1,3,47,False
DIS-020874,labor strike,pharmaceuticals,2,asia-pacific,small,False,1,1.0,10000.0,inventory buffer,23,6,41,False
DIS-020875,natural disaster,aerospace,2,asia-pacific,large,True,2,17.2,6426566.4,alternative supplier,9,31,85,False
DIS-020876,geopolitical,automotive,1,africa/middle east,medium,False,3,59.1,3081491.66,production reroute,1,50,69,False
DIS-020877,cyber attack,electronics,1,asia-pacific,medium,False,2,33.5,491758.58,customer delay,6,21,70,False
DIS-020878,geopolitical,electronics,3,europe,large,True,2,41.3,4815966.26,alternative supplier,1,11,44,False
DIS-020879,cyber attack,automotive,1,north america,small,False,2,33.3,48442.17,production reroute,1,20,90,True
DIS-020880,geopolitical,electronics,1,africa/middle east,small,False,3,53.6,347091.97,production reroute,1,37,53,False
DIS-020881,geopolitical,aerospace,1,asia-pacific,medium,True,3,30.0,1535768.56,production reroute,1,15,70,False
DIS-020882,port congestion,electronics,4,asia-pacific,medium,True,1,1.0,72073.17,alternative supplier,1,10,18,False
DIS-020883,port congestion,automotive,4,asia-pacific,medium,True,1,7.8,1196653.66,customer delay,4,16,26,False
DIS-020884,labor strike,electronics,1,africa/middle east,small,True,2,35.3,74664.29,alternative supplier,2,3,41,False
DIS-020885,cyber attack,electronics,1,asia-pacific,small,False,4,40.2,599898.88,production reroute,18,16,287,True
DIS-020886,natural disaster,electronics,3,asia-pacific,medium,True,4,47.0,2815085.57,alternative supplier,1,94,159,False
DIS-020887,cyber attack,electronics,1,asia-pacific,large,True,3,51.9,1268122.78,alternative supplier,3,23,34,False
DIS-020888,geopolitical,consumer goods,2,asia-pacific,medium,False,5,69.5,1830863.46,production reroute,7,36,172,False
DIS-020889,cyber attack,consumer goods,4,south america,small,False,5,39.4,190912.83,production reroute,1,49,60,False
DIS-020890,factory incident,electronics,3,asia-pacific,small,True,2,11.9,231212.74,production reroute,1,14,37,False
DIS-020891,port congestion,consumer goods,2,asia-pacific,small,False,1,3.9,21649.99,customer delay,6,26,31,False
DIS-020892,port congestion,automotive,3,europe,small,False,2,14.4,512575.55,production reroute,1,45,146,False
DIS-020893,geopolitical,electronics,2,europe,large,True,2,33.2,4013421.88,alternative supplier,2,19,34,False
DIS-020894,cyber attack,automotive,2,europe,medium,True,2,24.5,1196167.8,alternative supplier,1,12,30,False
DIS-020895,geopolitical,aerospace,3,south america,small,False,2,17.7,653349.54,inventory buffer,1,64,143,False
DIS-020896,geopolitical,consumer goods,1,asia-pacific,large,True,2,34.0,4972365.49,alternative supplier,7,4,49,False
DIS-020897,port congestion,consumer goods,1,asia-pacific,medium,True,1,4.1,41783.53,customer delay,4,7,19,False
DIS-020898,natural disaster,pharmaceuticals,1,europe,medium,True,4,72.4,6457346.39,alternative supplier,1,19,62,False
DIS-020899,geopolitical,automotive,1,asia-pacific,large,True,1,23.6,7058272.6,customer delay,1,50,67,False
DIS-020900,labor strike,automotive,1,africa/middle east,large,False,1,13.5,574431.37,customer delay,6,8,37,True
DIS-020901,port congestion,consumer goods,2,north america,small,True,1,11.9,144714.51,alternative supplier,1,4,17,False
DIS-020902,natural disaster,electronics,1,europe,medium,True,2,35.2,6042074.03,production reroute,6,3,9,False
DIS-020903,labor strike,consumer goods,3,asia-pacific,small,True,1,1.0,10000.0,alternative supplier,6,18,53,False
DIS-020904,port congestion,automotive,3,asia-pacific,small,True,1,1.0,10175.96,alternative supplier,1,10,21,True
DIS-020905,cyber attack,automotive,1,south america,small,True,5,84.4,410775.91,alternative supplier,8,144,228,False
DIS-020906,cyber attack,consumer goods,1,europe,medium,False,4,48.9,330301.51,production reroute,1,164,481,False
DIS-020907,port congestion,automotive,3,asia-pacific,medium,False,4,67.8,2267000.38,customer delay,20,14,259,True
DIS-020908,port congestion,automotive,1,asia-pacific,medium,True,3,52.4,1219371.0,alternative supplier,8,49,121,False
DIS-020909,factory incident,electronics,2,north america,medium,True,3,30.5,418399.6,alternative supplier,1,13,48,False
DIS-020910,natural disaster,electronics,2,europe,small,True,4,42.3,314649.58,alternative supplier,3,28,91,True
DIS-020911,port congestion,pharmaceuticals,3,asia-pacific,large,True,2,36.4,3557623.13,alternative supplier,2,44,59,False
DIS-020912,cyber attack,aerospace,1,north america,large,True,3,51.5,19758987.55,alternative supplier,3,19,68,False
DIS-020913,port congestion,consumer goods,1,europe,medium,False,3,46.5,770483.25,inventory buffer,1,85,102,False
DIS-020914,natural disaster,electronics,1,africa/middle east,medium,False,3,35.8,6475118.69,customer delay,1,129,166,True
DIS-020915,labor strike,automotive,3,africa/middle east,small,False,4,54.9,204669.33,combined strategy,11,72,129,True
DIS-020916,port congestion,automotive,2,south america,small,True,3,35.8,704760.71,alternative supplier,6,34,51,False
DIS-020917,port congestion,automotive,3,north america,large,True,1,6.4,6143669.79,production reroute,4,21,44,False
DIS-020918,port congestion,aerospace,2,asia-pacific,medium,True,3,40.0,7984230.03,inventory buffer,15,28,58,False
DIS-020919,labor strike,consumer goods,2,asia-pacific,medium,False,2,27.3,70175.97,customer delay,5,73,101,False
DIS-020920,geopolitical,automotive,1,north america,small,False,3,36.8,527346.4,inventory buffer,6,59,67,False
DIS-020921,cyber attack,electronics,2,asia-pacific,medium,True,3,52.1,1427492.11,alternative supplier,6,26,70,False
DIS-020922,port congestion,electronics,2,europe,medium,True,1,18.7,1102785.1,alternative supplier,1,8,40,False
DIS-020923,geopolitical,electronics,3,north america,small,False,3,35.3,136874.59,alternative supplier,9,27,124,False
DIS-020924,geopolitical,automotive,1,south america,small,False,3,41.4,425426.28,inventory buffer,6,27,175,False
DIS-020925,cyber attack,electronics,1,asia-pacific,medium,True,1,2.2,57402.07,production reroute,1,15,32,False
DIS-020926,cyber attack,consumer goods,3,north america,large,True,1,10.2,179610.04,inventory buffer,1,10,15,False
DIS-020927,factory incident,automotive,1,south america,small,False,2,35.3,921644.21,production reroute,1,17,65,True
DIS-020928,natural disaster,automotive,1,asia-pacific,medium,False,4,52.6,4724479.14,production reroute,7,46,125,False
DIS-020929,natural disaster,pharmaceuticals,1,europe,large,True,4,65.4,8975042.33,alternative supplier,1,31,98,True
DIS-020930,geopolitical,consumer goods,2,europe,large,True,1,23.1,885264.35,alternative supplier,3,3,21,False
DIS-020931,port congestion,automotive,1,asia-pacific,medium,False,2,37.9,359242.23,production reroute,18,24,47,False
DIS-020932,labor strike,aerospace,1,europe,medium,False,3,61.4,19571266.87,alternative supplier,1,16,87,False
DIS-020933,port congestion,pharmaceuticals,1,asia-pacific,medium,True,1,29.7,2096392.73,production reroute,1,7,12,False
DIS-020934,port congestion,electronics,4,asia-pacific,medium,False,2,21.1,801767.65,inventory buffer,9,38,80,False
DIS-020935,natural disaster,consumer goods,1,africa/middle east,small,True,3,47.7,778546.75,alternative supplier,7,20,55,False
DIS-020936,natural disaster,electronics,1,asia-pacific,medium,False,4,65.9,1582801.66,combined strategy,1,77,129,False
DIS-020937,factory incident,electronics,2,asia-pacific,medium,True,2,19.4,448977.16,alternative supplier,1,26,50,False
DIS-020938,geopolitical,electronics,1,north america,large,True,2,13.0,942289.47,production reroute,1,28,36,False
DIS-020939,natural disaster,automotive,2,africa/middle east,small,True,3,22.4,290685.67,alternative supplier,1,35,55,False
DIS-020940,port congestion,consumer goods,4,asia-pacific,medium,False,2,19.7,330325.89,production reroute,2,8,99,False
DIS-020941,port congestion,electronics,2,africa/middle east,small,False,3,41.1,592496.35,customer delay,5,63,186,False
DIS-020942,port congestion,consumer goods,2,europe,small,False,1,6.7,19920.94,inventory buffer,1,3,12,False
DIS-020943,port congestion,consumer goods,1,asia-pacific,medium,True,1,17.2,622234.52,alternative supplier,2,9,20,False
DIS-020944,port congestion,automotive,1,europe,medium,True,2,38.8,1671861.35,production reroute,4,65,91,False
DIS-020945,port congestion,automotive,4,asia-pacific,medium,True,2,15.3,742482.68,alternative supplier,1,58,89,False
DIS-020946,geopolitical,aerospace,3,asia-pacific,small,False,2,17.9,1797172.66,production reroute,8,9,28,True
DIS-020947,cyber attack,automotive,2,north america,small,False,1,18.9,359505.95,alternative supplier,1,5,19,False
DIS-020948,geopolitical,electronics,2,africa/middle east,medium,True,4,43.3,1323098.52,combined strategy,1,65,153,True
DIS-020949,geopolitical,automotive,3,asia-pacific,large,True,1,5.9,318145.78,inventory buffer,2,4,9,False
DIS-020950,geopolitical,aerospace,2,north america,medium,False,4,44.2,6290237.69,combined strategy,4,68,250,False
DIS-020951,cyber attack,automotive,3,asia-pacific,medium,False,1,1.0,30855.3,inventory buffer,1,25,33,False
DIS-020952,cyber attack,consumer goods,1,asia-pacific,small,False,2,34.6,162972.24,customer delay,5,31,49,False
DIS-020953,port congestion,consumer goods,3,asia-pacific,small,False,2,34.5,41378.02,inventory buffer,1,11,37,False
DIS-020954,port congestion,aerospace,1,north america,medium,True,2,27.3,4013445.91,alternative supplier,1,11,33,False
DIS-020955,labor strike,electronics,1,north america,medium,True,2,15.6,877427.0,alternative supplier,1,21,54,False
DIS-020956,cyber attack,pharmaceuticals,4,asia-pacific,large,False,4,35.1,9907564.8,production reroute,7,10,116,True
DIS-020957,port congestion,electronics,1,asia-pacific,large,True,1,20.9,6728136.0,customer delay,2,34,56,False
DIS-020958,cyber attack,electronics,1,asia-pacific,medium,True,4,65.1,3877623.29,alternative supplier,3,48,60,False
DIS-020959,geopolitical,automotive,3,asia-pacific,medium,True,3,26.9,438938.24,inventory buffer,1,33,83,True
DIS-020960,factory incident,pharmaceuticals,1,asia-pacific,medium,True,1,20.6,247992.42,alternative supplier,1,12,31,False
DIS-020961,cyber attack,electronics,1,asia-pacific,large,True,5,75.2,7936588.9,alternative supplier,2,13,159,False
DIS-020962,natural disaster,pharmaceuticals,2,north america,small,True,4,66.1,1927527.5,alternative supplier,2,33,96,False
DIS-020963,cyber attack,consumer goods,2,asia-pacific,medium,True,4,40.7,211165.35,combined strategy,4,15,55,False
DIS-020964,labor strike,automotive,3,asia-pacific,medium,False,2,7.1,101966.82,customer delay,2,36,87,False
DIS-020965,cyber attack,consumer goods,2,north america,medium,False,5,79.2,1002567.65,combined strategy,26,38,116,True
DIS-020966,factory incident,electronics,3,south america,medium,True,1,6.2,23729.53,alternative supplier,2,14,26,True
DIS-020967,port congestion,pharmaceuticals,4,north america,medium,False,2,25.0,628042.74,production reroute,3,27,41,False
DIS-020968,labor strike,electronics,4,asia-pacific,medium,False,2,12.6,174629.9,inventory buffer,1,29,129,False
DIS-020969,port congestion,aerospace,2,south america,medium,True,1,22.7,1340956.16,alternative supplier,1,3,8,False
DIS-020970,labor strike,pharmaceuticals,2,north america,small,False,2,19.2,167242.26,production reroute,2,26,53,True
DIS-020971,cyber attack,aerospace,2,north america,medium,True,3,45.4,5193502.94,inventory buffer,1,17,152,False
DIS-020972,port congestion,consumer goods,3,africa/middle east,medium,True,2,31.3,173606.37,alternative supplier,3,27,49,False
DIS-020973,geopolitical,consumer goods,2,asia-pacific,medium,False,3,53.9,233244.86,production reroute,6,25,97,False
DIS-020974,cyber attack,electronics,3,europe,medium,False,3,22.5,2120867.76,customer delay,13,40,163,False
DIS-020975,geopolitical,pharmaceuticals,1,asia-pacific,large,True,3,32.3,11850454.65,alternative supplier,2,17,28,False
DIS-020976,factory incident,electronics,1,asia-pacific,small,False,3,50.1,111850.09,inventory buffer,12,27,114,True
DIS-020977,natural disaster,consumer goods,3,asia-pacific,large,True,5,54.5,3549395.9,alternative supplier,3,63,142,False
DIS-020978,cyber attack,aerospace,1,north america,large,False,3,32.6,14396963.78,alternative supplier,2,53,61,False
DIS-020979,geopolitical,automotive,1,europe,medium,True,2,34.7,3130743.81,alternative supplier,1,10,30,False
DIS-020980,geopolitical,consumer goods,1,asia-pacific,large,True,2,23.5,510171.08,alternative supplier,1,34,44,True
DIS-020981,cyber attack,consumer goods,2,asia-pacific,medium,False,3,42.2,941018.5,customer delay,37,142,203,False
DIS-020982,port congestion,electronics,4,asia-pacific,large,True,2,24.2,2178868.63,alternative supplier,2,19,29,False
DIS-020983,natural disaster,automotive,1,asia-pacific,medium,True,4,64.0,10544071.3,alternative supplier,14,31,57,True
DIS-020984,port congestion,electronics,4,asia-pacific,medium,False,2,24.2,1259635.2,customer delay,1,31,88,False
DIS-020985,cyber attack,automotive,1,asia-pacific,medium,True,4,64.4,3365358.81,alternative supplier,2,24,62,True
DIS-020986,natural disaster,consumer goods,2,asia-pacific,medium,False,3,39.3,755885.87,alternative supplier,18,31,148,True
DIS-020987,port congestion,consumer goods,1,asia-pacific,medium,True,2,41.8,609550.93,alternative supplier,2,4,14,False
DIS-020988,labor strike,consumer goods,4,asia-pacific,large,False,2,11.8,639809.46,alternative supplier,10,34,93,False
DIS-020989,port congestion,consumer goods,2,north america,medium,False,1,13.3,864203.86,production reroute,5,36,55,False
DIS-020990,labor strike,electronics,4,asia-pacific,large,True,1,17.3,2223202.56,alternative supplier,6,17,47,False
